Run Date: 10-apr-2014 
Semester: Fall 2014

 
Course	Title	Units	Lec/Sec	Days	Begin	End	Bldg/Room	Location	Instructor(s)
Aerospace Studies-ROTC	 	 	 	 	 	 	 	 	 	 
85446	Psychology of Gender	9.0	A	MW	01:30PM	02:50PM	BH 336B	Pittsburgh, Pennsylvania	Helgeson
85480	Internship in Clinical Psychology	6-12	A	M	04:30PM	07:20PM	BH 336B	Pittsburgh, Pennsylvania	Christiano
85481	Seminar in Intervention	9.0	A	W	03:30PM	06:20PM	BH 342E	Pittsburgh, Pennsylvania	Williams
85482	Internship in Psychology	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85484	Practicum in Child Development	9.0	A	W	10:30AM	11:50AM	MM 17D	Pittsburgh, Pennsylvania	Carver
85505	Readings In Psychology	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85507	Research in Psychology	3-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	W	TBA			DNM DNM	Doha, Qatar	Instructor TBA
85510	Professional Development in Clinical Psychology and Related Fields	3.0	A	M	04:30PM	07:20PM	TBA	Pittsburgh, Pennsylvania	Christiano
85601	Senior Thesis	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85602	Senior Thesis	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85706	Graduate Core Course Cognitive Psychology:	9.0	 	 	 	 	 	 
 	Graduate Core Cognitive	 	A	MW	01:30PM	02:50PM	BH 342E	Pittsburgh, Pennsylvania	MacWhinney
85713	CNBC course:	VAR	 	 	 	 	 	 
 	Virtual Neuroanatomy	 	A	TR	03:00PM	04:30PM	BH 332P	Pittsburgh, Pennsylvania	Verstynen
85723	Cognitive Development	9,12	A	TR	01:30PM	02:50PM	BH 342E	Pittsburgh, Pennsylvania	Siegler
85738	Educational Goals, Instruction, and Assessment	9,12	A	TR	04:30PM	05:50PM	BH 340A	Pittsburgh, Pennsylvania	Carver
85742	Health Psychology	9,12	A	MW	03:00PM	04:20PM	BH 340A	Pittsburgh, Pennsylvania	Cohen
85744	Relationships	9,12	A	TR	01:30PM	03:20PM	BH 340A	Pittsburgh, Pennsylvania	Feeney
85746	Psychology of Gender	9,12	A	MW	01:30PM	02:50PM	BH 336B	Pittsburgh, Pennsylvania	Helgeson
85765	Cognitive Neuroscience	9,12	A	TR	10:30AM	11:50AM	MI 130	Pittsburgh, Pennsylvania	Olson
85770	Perception	9,12	A	TR	09:00AM	10:20AM	BH 336B	Pittsburgh, Pennsylvania	Klatzky
85777	Attitudes and Persuasion	9,12	A	TR	10:30AM	11:50AM	BH 336B	Pittsburgh, Pennsylvania	Boyd
85781	Graduate Reading and Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85790	Human Memory	9,12	A	MW	01:30PM	02:50PM	BH 235B	Pittsburgh, Pennsylvania	Instructor TBA
85794	Teaching Practicum	9.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85806	Autism: Psychological and Neuroscience Perspectives	9,12	A	T	07:00PM	09:50PM	BH 336B	Pittsburgh, Pennsylvania	Just
85811	Topics in Psychology	5.0	A	M	04:30PM	05:50PM	BH A51	Pittsburgh, Pennsylvania	Scheier
85881	Thesis Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
85981	Dissertation Research	0-99	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
Public Management:Sch of Pub Pol & Mgt	 	 	 	 	 	 	 	 	 	 
91600	Quantitative Methods	0.0	A2	R	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Kleber
91800	Organizational Management	12.0	A	M	06:00PM	08:50PM	HBH 236	Pittsburgh, Pennsylvania	Lassman
 	 	 	K	W	09:00AM	11:50AM	TOR CLASS1	Adelaide, Australia	Zaplin
91801	Data Analysis for Managers	12.0	A	W	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Smith
 	 	 	 	S	08:30AM	09:50AM	HBH 1001	Pittsburgh, Pennsylvania
91802	Information Systems for Managers	12.0	A	R	06:00PM	08:50PM	HBH 239	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	S	11:30AM	12:50PM	HBH 239	Pittsburgh, Pennsylvania
 	 	 	K	MW	01:30PM	02:50PM	TOR CLASS1	Adelaide, Australia	Viswanathan
 	 	 	 	F	10:30AM	11:50AM	TOR CLASS3	Adelaide, Australia
91820	Strategic Planning	12.0	K	M	05:30PM	08:20PM	TOR CLASS3	Adelaide, Australia	O'Loughlin
91828	Ethical Issues in Management	6.0	A1	R	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Madsen
91843	Power and Influence	6.0	K1	W	05:30PM	08:20PM	TOR CLASS2	Adelaide, Australia	Chousis
91855	Financial Management	12.0	A	W	06:00PM	08:50PM	WEH 8427	Pittsburgh, Pennsylvania	Bartolacci
91858	Spreadsheet Modeling Analysis	6.0	A2	M	06:00PM	08:50PM	HBH 239	Pittsburgh, Pennsylvania	Pastor
91869	Conflict Resolution	6.0	A1	T	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B2	T	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Instructor TBA
91889	Internship	0-6	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
Public Policy & Mgt:Sch of Pub Pol & Mgt	 	 	 	 	 	 	 	 	 	 
90699	Consortium Study	1-36	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
90700	Heinz Journal	1-6	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Borzutzky
90701	Practicum	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Coltin
90704	Poverty, Inequality and Social Policies: An International Comparison	6.0	A2	W	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Borzutzky
90705	Policy Analysis I	12.0	K	T	09:00AM	11:50AM	TOR CLASS1	Adelaide, Australia	O'Loughlin
90710	Applied Economic Analysis	12.0	A	TRF	10:30AM	11:50AM	HBH 1000	Pittsburgh, Pennsylvania	Taylor
 	 	 	B	TRF	01:30PM	02:50PM	HBH 1000	Pittsburgh, Pennsylvania	Taylor
 	 	 	K	TR	01:30PM	02:50PM	TOR CLASS3	Adelaide, Australia	Chapman
 	 	 	 	F	03:00PM	04:20PM	TOR CLASS1	Adelaide, Australia
90711	Empirical Methods for Public Policy and Management	12.0	A	MW	09:00AM	10:20AM	HBH 1502	Pittsburgh, Pennsylvania	Nagin
 	 	 	 	F	03:00PM	04:20PM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	B	MW	10:30AM	11:50AM	HBH 1502	Pittsburgh, Pennsylvania	Nagin
 	 	 	 	F	03:00PM	04:20PM	HBH 1000	Pittsburgh, Pennsylvania
 	 	 	C	MW	09:00AM	10:20AM	HBH 236	Pittsburgh, Pennsylvania	Wessel
 	 	 	 	F	09:00AM	10:20AM	HBH 1004	Pittsburgh, Pennsylvania
90718	Strategic Presentation Skills	6.0	A1	MW	01:30PM	02:50PM	HBH 237	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	B1	MW	03:00PM	04:20PM	HBH 237	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	C1	TR	09:00AM	10:20AM	HBH 237	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	D1	TR	10:30AM	11:50AM	HBH 237	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	E2	M	06:00PM	08:50PM	HBH 2503	Pittsburgh, Pennsylvania	Rosenberg
 	 	 	F2	TR	09:00AM	10:20AM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	G2	TR	10:30AM	11:50AM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	H2	TR	01:30PM	02:50PM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
 	 	 	I2	TR	03:00PM	04:20PM	HBH 237	Pittsburgh, Pennsylvania	Hyatt
90719	Physical Technical Systems I	12.0	A	TR	03:00PM	04:50PM	PH A18B	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TR	03:00PM	04:50PM	PH A22	Pittsburgh, Pennsylvania	Fischhoff, Jaramillo
90726	Money and Politics	6.0	A1	M	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Delano
90728	Introduction to Database Management	6.0	A2	MW	01:30PM	02:50PM	HBH 239	Pittsburgh, Pennsylvania	Moore
 	 	 	B2	MW	03:00PM	04:20PM	HBH 239	Pittsburgh, Pennsylvania	Moore
 	 	 	C2	TR	01:30PM	02:50PM	HBH 239	Pittsburgh, Pennsylvania	Moore
 	 	 	D2	TR	03:00PM	04:20PM	HBH 239	Pittsburgh, Pennsylvania	Moore
90730	Methods of Policy Analysis	12.0	A	M	09:00AM	11:50AM	HBH 2503	Pittsburgh, Pennsylvania	Miller
90731	Management Methods	12.0	A	TR	03:00PM	04:20PM	HBH 1511	Pittsburgh, Pennsylvania	Lewis
90736	Public Finance	12.0	A	MWF	01:30PM	02:50PM	HBH 1003	Pittsburgh, Pennsylvania	Strauss
90737	Budget Management Control System	12.0	A	T	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Smith
90739	Systems Synthesis I	12.0	A	MW	04:30PM	05:50PM	HBH 2110	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	MW	04:30PM	05:50PM	HBH 237	Pittsburgh, Pennsylvania	Borzutzky
 	 	 	C	MW	03:00PM	04:20PM	HBH 2110	Pittsburgh, Pennsylvania	Synnott
 	 	 	D	MW	04:30PM	05:50PM	WEH 5304	Pittsburgh, Pennsylvania	Hampshire
 	 	 	E	MW	04:30PM	05:50PM	HBH 1511	Pittsburgh, Pennsylvania	Lewis
 	 	 	F	MW	04:30PM	05:50PM	HBH 1002	Pittsburgh, Pennsylvania	Lagana
 	 	 	G	MW	04:30PM	05:50PM	WEH 4709	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	H	MW	04:30PM	05:50PM	HBH 2503	Pittsburgh, Pennsylvania	Crawford
 	 	 	I	MW	04:30PM	05:50PM	HBH 1003	Pittsburgh, Pennsylvania	Coltin
90740	Systems Synthesis	12.0	K	T	05:30PM	08:20PM	TOR CLASS2	Adelaide, Australia	Chapman
90743	Urban and Regional Economic Development	12.0	A	R	06:00PM	08:50PM	HBH 1511	Pittsburgh, Pennsylvania	Paytas
90746	Urban Economics	12.0	A	MW	03:00PM	04:20PM	HBH 1003	Pittsburgh, Pennsylvania	Severnini
90747	Cost Benefit Analysis	6.0	A1	M	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Severnini
 	 	 	B2	M	06:00PM	08:50PM	HBH 1003	Pittsburgh, Pennsylvania	Severnini
90752	The Rise of East Asian Economies	12.0	A	TR	10:30AM	11:50AM	HBH 2503	Pittsburgh, Pennsylvania	Branstetter
90754	Engineering Public Policy Change Seminar	12.0	A	TR	10:30AM	11:50AM	HBH 1003	Pittsburgh, Pennsylvania	Stafford
90756	Technology and Economic Growth	12.0	A	MW	01:30PM	02:50PM	SH 222	Pittsburgh, Pennsylvania	Braguinsky
90762	Macroeconomics	12.0	A	M	06:00PM	08:50PM	HBH 1511	Pittsburgh, Pennsylvania	Strauss
 	 	 	 	F	10:30AM	11:50AM	HBH 1511	Pittsburgh, Pennsylvania
90763	Human Rights Conflicts & Development	6.0	A1	M	06:00PM	08:50PM	HBH 2503	Pittsburgh, Pennsylvania	Borzutzky
90778	Media and Public Policy Making	6.0	A2	M	06:00PM	08:50PM	HBH 1002	Pittsburgh, Pennsylvania	Delano
90782	Multi Media	12.0	A	W	06:00PM	08:50PM	WEH 5201	Pittsburgh, Pennsylvania	Franko
90783	Shaping the Policy Narrative	6.0	A1	TR	03:00PM	04:20PM	HBH 1003	Pittsburgh, Pennsylvania	Morrow
90786	Intermediate Empirical Methods for Public Policy Management	12.0	A	MW	10:30AM	11:50AM	HBH 236	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	 	F	03:00PM	04:20PM	HBH 1001	Pittsburgh, Pennsylvania
90795	Labor Economic Policy	6.0	A2	TR	09:00AM	10:20AM	HBH 2503	Pittsburgh, Pennsylvania	Taylor
90796	Human Resources Policy and Modeling	12.0	A	W	06:00PM	08:50PM	HBH 1511	Pittsburgh, Pennsylvania	Stewman
90798	Environmental Policy & Planning	12.0	A	W	06:00PM	08:50PM	GHC 5222	Pittsburgh, Pennsylvania	Mehalik
90801	Desktop Publishing	6.0	A1	TR	09:00AM	10:20AM	WEH 5202	Pittsburgh, Pennsylvania	Franko
 	 	 	B2	TR	09:00AM	10:20AM	WEH 5202	Pittsburgh, Pennsylvania	Franko
90810	Population and Policy	12.0	A	TR	04:30PM	05:50PM	HBH 1511	Pittsburgh, Pennsylvania	Stewman
90811	Foundation of Social Innovation and Enterprise	6.0	A1	TR	04:30PM	05:50PM	HBH 1002	Pittsburgh, Pennsylvania	Zak
90816	Introduction to Migration Policy	6.0	A2	TR	01:30PM	02:50PM	HBH 1002	Pittsburgh, Pennsylvania	Kovak
90818	Health Care Quality & Performance Improvement	6.0	A2	M	06:00PM	08:50PM	HBH 237	Pittsburgh, Pennsylvania	Falbo
 	 	 	B2	R	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Falbo
90820	Health Care Information Security	12.0	A	M	06:00PM	08:50PM	HBH 1004	Pittsburgh, Pennsylvania	Porter
90823	Program Evaluation	12.0	A	MW	10:30AM	11:50AM	HBH 1002	Pittsburgh, Pennsylvania	Haviland
 	 	 	W	W	06:00PM	08:50PM	DNM DNM	Washington, District of Columbia	Spera
90825	Innovation Management in Practice	3,6	A	W	05:30PM	06:50PM	BH 235B	Pittsburgh, Pennsylvania	Fisher
90828	Economics of Global Warming	12.0	A	TR	01:30PM	02:50PM	HBH 2503	Pittsburgh, Pennsylvania	Branstetter
90836	Health Systems	6.0	A1	T	06:00PM	08:50PM	HBH 1000	Pittsburgh, Pennsylvania	Jordan
90839	Global Health Diplomacy	6.0	W2	M	06:00PM	08:50PM	DNM DNM	Washington, District of Columbia	Chow
90846	Policy Practicum: Restoring the American Dream & its Political Platform	6.0	A2	T	01:30PM	04:20PM	HBH 1111	Pittsburgh, Pennsylvania	Sestak
90851	Innovation Policy and Processes	12.0	A	MW	10:30AM	11:50AM	WEH 4623	Pittsburgh, Pennsylvania	Stine
90860	Policy in a Global Economy	6.0	A1	TR	10:30AM	11:50AM	HBH 1002	Pittsburgh, Pennsylvania	Kovak
 	 	 	B1	TR	01:30PM	02:50PM	HBH 1002	Pittsburgh, Pennsylvania	Kovak
90861	Health Policy	6.0	A2	T	06:00PM	08:50PM	HBH 1001	Pittsburgh, Pennsylvania	Matthews
90866	Large Scale Data Analysis for Public Policy	6.0	A2	TR	10:30AM	11:50AM	HBH 236	Pittsburgh, Pennsylvania	Neill
90874	Special Topics: Principles & Practices of R&D Management	6.0	A1	M	05:30PM	08:20PM	BH 235B	Pittsburgh, Pennsylvania	Williams
90877	Health Care Marketing	6.0	A1	W	06:00PM	08:50PM	HBH 1001	Pittsburgh, Pennsylvania	Jordan
90878	Policy Analysis Capstone	12.0	W	F	12:00PM	02:50PM	DNM DNM	Washington, District of Columbia	Instructor TBA
90884	Systems: Project Planning	3.0	V2	F	10:00AM	11:20AM	TBA	Washington, District of Columbia	Instructor TBA
 	 	 	W2	F	10:00AM	11:20AM	DNM DNM	Washington, District of Columbia	Richman
 	 	 	X2	F	10:00AM	11:20AM	DNM DNM	Washington, District of Columbia	Lawson
 	 	 	Y2	F	10:00AM	11:20AM	DNM DNM	Washington, District of Columbia	Wheeler
90888	Washington Seminar	3.0	W1	TBA			DNM DNM	Washington, District of Columbia	Wilburn
90894	Policy Topics I: Federal Budget Policy	6.0	W1	M	06:00PM	08:50PM	DNM DNM	Washington, District of Columbia	Krumbhaar
90898	Advanced Placement	1-72	A	TBA			TBA	Pittsburgh, Pennsylvania	Instructor TBA
90899	Bio Technology Apprenticeship	6.0	A	TBA			TBA	Pittsburgh, Pennsylvania	Jordan
90900	Internship	0.0	K	MTWRF			DNM DNM	Adelaide, Australia	Instructor TBA
90901	Ph.D. Seminar I	12.0	A	MW	09:00AM	10:20AM	HBH 2110	Pittsburgh, Pennsylvania	Blumstein
90905	Statistical Theory for Social and Policy Analysis	12.0	A	MW	03:00PM	04:20PM	HBH 1002	Pittsburgh, Pennsylvania	Haviland
 	 	 	 	F	01:30PM	02:50PM	HBH 1002	Pittsburgh, Pennsylvania
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
90907	Econometric Theory and Methods	12.0	A	MW	10:30AM	11:50AM	HBH 1511	Pittsburgh, Pennsylvania	Richards-Shubik
 	 	 	 	F	03:00PM	04:20PM	HBH 1511	Pittsburgh, Pennsylvania
90908	Ph.D. Microeconomics	12.0	A	TRF	09:00AM	10:20AM	HBH 1002	Pittsburgh, Pennsylvania	Kovak
 	 	 	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
90909	Incentives, Organizations, Labor Markets	6.0	A1	TR	09:00AM	10:20AM	HBH 2503	Pittsburgh, Pennsylvania	Taylor
90911	Growth Technological Progress and Development	12.0	A	MW	04:30PM	05:50PM	PH A19	Pittsburgh, Pennsylvania	Braguinsky
90917	Organizations Theory	12.0	PP	TBA			DNM DNM	Lisbon, Portugal	Instructor TBA
90918	Ph.D. Seminar III	12.0	A	MW	09:00AM	10:20AM	HBH 2110	Pittsburgh, Pennsylvania	Blumstein
90920	PhD Presentation Skills	6.0	A1	TR	01:30PM	02:50PM	HBH 1511	Pittsburgh, Pennsylvania	Lewis
90925	Ph.D. Readings and Research	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Telang
90931	LARC Graduate Seminar	9.0	A	T	05:00PM	06:50PM	HBH 1111	Pittsburgh, Pennsylvania	Fienberg
90932	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Lim
90934	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Coltin
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Buss
90935	Independent Study	6.0	K1	TBA			TBA	Adelaide, Australia	Instructor TBA
90936	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Jordan
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Chapman
90937	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	K	TBA			DNM DNM	Adelaide, Australia	Bolongaita
90938	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90939	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90940	Independent Study	1-36	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90941	Independent Study	6.0	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Babcock
90942	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Anwar
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Branstetter
90943	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Blumstein
90944	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Caulkins
90945	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90946	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90947	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Clay
90948	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90949	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90950	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90951	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90952	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90953	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Tambucci
90954	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Gaynor
90955	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Gorr
90956	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Jordan
90957	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Hampshire
90958	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kelley
90959	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Krackhardt
90960	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Krishnan
90961	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Kurland
90962	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Lewis
90963	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Martin
90964	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Mertz
90965	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Nagin
90966	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Padman
90967	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Borzutzky
90968	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Roehrig
90969	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Rousseau
90970	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Stafford
90971	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
90972	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Stewman
90973	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Strauss
90974	Independent Study	1-24	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Synnott
90975	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Tarr
90976	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Taylor
90977	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Safferstein
90978	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Wessel
90979	Independent Study	1-12	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Peyser
90980	Policy Seminar	0.0	A	MW	12:00PM	01:20PM	HBH 1003	Pittsburgh, Pennsylvania	Instructor TBA
90981	Convocation	0.0	A	MWF	12:00PM	01:20PM	HBH 1000	Pittsburgh, Pennsylvania	Instructor TBA
90982	Career Seminar	0.0	A	TRF	12:00PM	01:20PM	HBH 1003	Pittsburgh, Pennsylvania	Instructor TBA
90985	Applied Microeconomics Seminar	0.0	A	TR	03:00PM	05:50PM	HBH 2503	Pittsburgh, Pennsylvania	Instructor TBA
90986	Career Services Workshop	0.0	A	TR	12:00PM	01:20PM	HBH 1000	Pittsburgh, Pennsylvania	Instructor TBA
Robotics	 	 	 	 	 	 	 	 	 	 
16362	Mobile Robot Programming Laboratory	12.0	A	TR	10:30AM	11:50AM	NSH 3002	Pittsburgh, Pennsylvania	Kelly
16384	Robot Kinematics and Dynamics	12.0	A	TR	09:00AM	10:20AM	NSH 3002	Pittsburgh, Pennsylvania	Choset
16450	Robotics Systems Engineering	12.0	A	MWF	10:30AM	11:50AM	NSH 3002	Pittsburgh, Pennsylvania	Wettergreen
16597	Undergraduate Reading and Research	0-48	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Instructor TBA
16610	MS-RT Year One Program Fundamentals of Robotics I	12.0	A	TBA			DNM DNM	Nanking, China	Siegel
16611	MS-RT Year One Program Fundamentals of Robotics II	12.0	A	TBA			DNM DNM	Nanking, China	Siegel
16614	MS-RT Extended Project Course Sequence (EPCS)	0-18	A	TBA			DNM DNM	Nanking, China	Siegel
 	 	 	B	TBA			DNM DNM	Manchester, United Kingdom	Siegel
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Siegel
16615	MS-RT Supervised Studies in Robotics	1-48	A	TBA			DNM DNM	Pittsburgh, Pennsylvania	Siegel
 	 	 	B	TBA			DNM DNM	Pittsburgh, Pennsylvania	Siegel
 	 	 	C	TBA			DNM DNM	Pittsburgh, Pennsylvania	Siegel
16642	Manipulation, Mobility, and Control	12.0	A	MW	03:00PM	04:20PM	GHC 4211	Pittsburgh, Pennsylvania	Apostolopoulos, Kantor, Geyer
 	 	 	B	MW	03:00PM	04:20PM	GHC 4211	Pittsburgh, Pennsylvania	Apostolopoulos, Kantor, Geyer
16650	Systems Engineering	12.0	A	TR	12:00PM	01:20PM	NSH 1305	Pittsburgh, Pennsylvania	Apostolopoulos
 	 	 	B	TR	01:30PM	02:50PM	NSH 1305	Pittsburgh, Pennsylvania	Apostolopoulos
16681	MRSD Project 1	12.0	A	MW	10:00AM	11:50AM	NSH 1305	Pittsburgh, Pennsylvania	Dolan
16697	MRSD Business Seminar 1	9.0	A	F	10:00AM	01:20PM	NSH 1305	Pittsburgh, Pennsylvania	Schempf
16720	Computer Vision	12.0	A	MW	04:30PM	05:50PM	DH 2315	Pittsburgh, Pennsylvania	Hebert
16722	Sensing and Sensors	12.0	A	MW	04:30PM	05:50PM	NSH 3002	Pittsburgh, Pennsylvania	Siegel
 	 	 	B	MW	04:30PM	05:50PM	NSH 3002	Pittsburgh, Pennsylvania	Siegel
16741	Mechanics of Manipulation	12.0	A	MW	12:00PM	01:20PM	GHC 4101	Pittsburgh, Pennsylvania	Mason
16764	Ethnography: Analyzing How Context Affects Technology Use	12.0	A	F	12:00PM	02:50PM	NSH 3002	Pittsburgh, Pennsylvania	Steinfeld
16811	Mathematical Fundamentals for Robotics	12.0	A	TR	03:00PM	04:20PM	WEH 5403	Pittsburgh, Pennsylvania	Erdmann
16831	Statistical Techniques in Robotics	12.0	A	TR	04:30PM	05:50PM	NSH 3002	Pittsburgh, Pennsylvania	Bagnell
16861	Mobile Robot Design	12.0	A	TR	12:00PM	01:20PM	GHC 4102	Pittsburgh, Pennsylvania	Whittaker
16867	Human Robot Interaction	12.0	A	MW	12:00PM	01:20PM	NSH 3002	Pittsburgh, Pennsylvania	Nourbakhsh
16868	Biomechanics & Motor Control	12.0	A	TR	01:30PM	02:50PM	NSH 1305	Pittsburgh, Pennsylvania	Geyer
16897	Seminar on Robotics	0.0	A	F	03:00PM	05:20PM	NSH 1305	Pittsburgh, Pennsylvania	Instructor TBA
16899	Special Topics:	9.0	 	 	 	 	 	 
